Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Botanic Gardens Ews,2/2/2022,0.2,-,131.1,0,24,D
Diamond Harbour Ews,2/2/2022,0,-,130.5,0,24,D
Hanmer Forest Ews,2/2/2022,0,-,119.6,0,24,D
Le Bons Bay Aws,2/2/2022,0,-,125.2,0,24,D
"Lincoln, Broadfield Ews",2/2/2022,1,-,118.5,0,24,D
"Lismore, Racemans House Cws",2/2/2022,0,-,110.9,0,24,D
Medbury Cws,2/2/2022,0.2,-,131.8,0,24,D
Methven Cws,2/2/2022,0,-,107.9,0,24,D
Ohoka Cws,2/2/2022,0,-,127.4,0,24,D
Rangiora Ews,2/2/2022,0,-,118.1,0,24,D
Waiau School Cws,2/2/2022,0,-,121.9,0,24,D
Waipara West Ews,2/2/2022,0,-,126.7,0,24,D
Wakanui 2 Cws,2/2/2022,0.6,-,102.9,0,24,D
Winchmore 2 Ews,2/2/2022,0.4,-,110.9,0,24,D
Akaroa Ews,3/2/2022,0.2,-,123.4,0,24,D
Ashburton Aero Aws,3/2/2022,0.4,-,101.8,0,24,D
Balmoral East Cws,3/2/2022,10,-,85.9,0,24,D
Bromley Ews,3/2/2022,0.4,-,135.5,0,24,D
Chertsey Cws,3/2/2022,0,-,114.9,0,24,D
Cheviot Ews,3/2/2022,0.1,-,114.4,0,24,D
Christchurch Aero,3/2/2022,3.8,-,89.9,0,24,D
"Christchurch, Kyle St Ews",3/2/2022,1.6,-,133,0,24,D
Culverden Aws,3/2/2022,0,-,134.4,0,24,D
Cass Ews,3/2/2022,21,-,-,-,24,D
Christchurch Botanic Gardens Ews,3/2/2022,1.6,-,130.3,0,24,D
Diamond Harbour Ews,3/2/2022,0.2,-,131.1,0,24,D
Hanmer Forest Ews,3/2/2022,0,-,120.6,0,24,D
Le Bons Bay Aws,3/2/2022,0,-,126.3,0,24,D
"Lincoln, Broadfield Ews",3/2/2022,2,-,117.8,0,24,D
"Lismore, Racemans House Cws",3/2/2022,0.8,-,111.6,0,24,D
Medbury Cws,3/2/2022,1.6,-,131,0,24,D
Methven Cws,3/2/2022,1.2,-,108.4,0,24,D
Ohoka Cws,3/2/2022,0,-,128.3,0,24,D
Rangiora Ews,3/2/2022,0.2,-,119.1,0,24,D
Waiau School Cws,3/2/2022,0,-,123.1,0,24,D
Waipara West Ews,3/2/2022,0,-,127.7,0,24,D
Wakanui 2 Cws,3/2/2022,0,-,104.8,0,24,D
Winchmore 2 Ews,3/2/2022,0.4,-,112.1,0,24,D
Akaroa Ews,4/2/2022,1,-,123.6,0,24,D
Ashburton Aero Aws,4/2/2022,12,-,91.7,0,24,D
Balmoral East Cws,4/2/2022,0.4,-,88.2,0,24,D
Bromley Ews,4/2/2022,1.4,-,134.7,0,24,D
Chertsey Cws,4/2/2022,4.4,-,111.9,0,24,D
Cheviot Ews,4/2/2022,1.4,-,114.5,0,24,D
Christchurch Aero,4/2/2022,4.4,-,87.1,0,24,D
"Christchurch, Kyle St Ews",4/2/2022,3,-,130.7,0,24,D
Culverden Aws,4/2/2022,0.2,-,134.7,0,24,D
Cass Ews,4/2/2022,13.8,-,-,-,24,D
Christchurch Botanic Gardens Ews,4/2/2022,3.6,-,127.5,0,24,D
Diamond Harbour Ews,4/2/2022,3.2,-,128.7,0,24,D
Hanmer Forest Ews,4/2/2022,0,-,121.6,0,24,D
Le Bons Bay Aws,4/2/2022,4.8,-,122.5,0,24,D
"Lincoln, Broadfield Ews",4/2/2022,3.6,-,115.5,0,24,D
"Lismore, Racemans House Cws",4/2/2022,18.2,-,94.9,0,24,D
Medbury Cws,4/2/2022,1.2,-,130.6,0,24,D
Methven Cws,4/2/2022,11.6,-,98.6,0,24,D
Ohoka Cws,4/2/2022,3.4,-,125.7,0,24,D
Rangiora Ews,4/2/2022,4.4,-,115.9,0,24,D
Waiau School Cws,4/2/2022,0.8,-,123.4,0,24,D
Waipara West Ews,4/2/2022,0.8,-,127.9,0,24,D
Wakanui 2 Cws,4/2/2022,15,-,91.5,0,24,D
Winchmore 2 Ews,4/2/2022,6.4,-,107.3,0,24,D
Akaroa Ews,5/2/2022,7.8,-,116.9,0,24,D
Ashburton Aero Aws,5/2/2022,14,-,80,0,24,D
Balmoral East Cws,5/2/2022,10,-,80.9,0,24,D
Bromley Ews,5/2/2022,4.8,-,130.6,0,24,D
Chertsey Cws,5/2/2022,15.2,-,98.3,0,24,D
Cheviot Ews,5/2/2022,17.5,-,98.5,0,24,D
Christchurch Aero,5/2/2022,6.4,-,82.4,0,24,D
"Christchurch, Kyle St Ews",5/2/2022,3.8,-,127.7,0,24,D
Culverden Aws,5/2/2022,11,-,124.2,0,24,D
Cass Ews,5/2/2022,51.2,-,-,-,24,D
Christchurch Botanic Gardens Ews,5/2/2022,4,-,124.4,0,24,D
Diamond Harbour Ews,5/2/2022,5.4,-,124.2,0,24,D
Hanmer Forest Ews,5/2/2022,15,-,107.5,0,24,D
Le Bons Bay Aws,5/2/2022,25,-,98.7,0,24,D
"Lincoln, Broadfield Ews",5/2/2022,13.6,-,103.3,0,24,D
"Lismore, Racemans House Cws",5/2/2022,27.8,-,69.2,0,24,D
Medbury Cws,5/2/2022,13.6,-,117.8,0,24,D
Methven Cws,5/2/2022,27.6,-,73.1,0,24,D
Ohoka Cws,5/2/2022,9,-,117.7,0,24,D
Rangiora Ews,5/2/2022,13.2,-,104,0,24,D
Waiau School Cws,5/2/2022,15.4,-,109.1,0,24,D
Waipara West Ews,5/2/2022,14,-,114.8,0,24,D
Wakanui 2 Cws,5/2/2022,15.2,-,78.6,0,24,D
Winchmore 2 Ews,5/2/2022,19.6,-,89.4,0,24,D
Akaroa Ews,6/2/2022,12.8,-,105.5,0,24,D
Ashburton Aero Aws,6/2/2022,4.8,-,77.9,0,24,D
Balmoral East Cws,6/2/2022,22.8,-,61,0,24,D
Bromley Ews,6/2/2022,24.2,-,107.3,0,24,D
Chertsey Cws,6/2/2022,7.2,-,93.2,0,24,D
Cheviot Ews,6/2/2022,20.7,-,79.9,0,24,D
Christchurch Aero,6/2/2022,23.2,-,61.1,0,24,D
"Christchurch, Kyle St Ews",6/2/2022,19.2,-,109.4,0,24,D
Culverden Aws,6/2/2022,30.2,-,94.9,0,24,D
Cass Ews,6/2/2022,10.8,-,-,-,24,D
Christchurch Botanic Gardens Ews,6/2/2022,21.8,-,103.7,0,24,D
Diamond Harbour Ews,6/2/2022,20,-,105.3,0,24,D
Hanmer Forest Ews,6/2/2022,17.2,-,91.7,0,24,D
Le Bons Bay Aws,6/2/2022,12.2,-,88.6,0,24,D
"Lincoln, Broadfield Ews",6/2/2022,17,-,88.2,0,24,D
"Lismore, Racemans House Cws",6/2/2022,6.2,-,65.9,0,24,D
Medbury Cws,6/2/2022,20.2,-,99,0,24,D
Methven Cws,6/2/2022,14,-,62.1,0,24,D
Ohoka Cws,6/2/2022,24.2,-,94.7,0,24,D
Rangiora Ews,6/2/2022,38.8,-,67,0,24,D
Waiau School Cws,6/2/2022,21,-,89.8,0,24,D
Waipara West Ews,6/2/2022,21.2,-,95.1,0,24,D
Wakanui 2 Cws,6/2/2022,2.2,-,79.1,0,24,D
Winchmore 2 Ews,6/2/2022,5.8,-,86.1,0,24,D
Akaroa Ews,7/2/2022,0,-,107.4,0,24,D
Ashburton Aero Aws,7/2/2022,0.4,-,80.3,0,24,D
Balmoral East Cws,7/2/2022,0.4,-,63.8,0,24,D
Bromley Ews,7/2/2022,0,-,109.3,0,24,D
Chertsey Cws,7/2/2022,0,-,95.6,0,24,D
Cheviot Ews,7/2/2022,1.4,-,81.5,0,24,D
Christchurch Aero,7/2/2022,0.2,-,62.9,0,24,D
"Christchurch, Kyle St Ews",7/2/2022,0,-,111.1,0,24,D
Culverden Aws,7/2/2022,0.6,-,96.1,0,24,D
Cass Ews,7/2/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,7/2/2022,0,-,105.6,0,24,D
Diamond Harbour Ews,7/2/2022,0,-,107.2,0,24,D
Hanmer Forest Ews,7/2/2022,2.6,-,91.1,0,24,D
Le Bons Bay Aws,7/2/2022,0,-,91.3,0,24,D
"Lincoln, Broadfield Ews",7/2/2022,0,-,90.8,0,24,D
"Lismore, Racemans House Cws",7/2/2022,0,-,68.8,0,24,D
Medbury Cws,7/2/2022,1.6,-,99.5,0,24,D
Methven Cws,7/2/2022,0.6,-,64.6,0,24,D
Ohoka Cws,7/2/2022,0.4,-,96.5,0,24,D
Rangiora Ews,7/2/2022,0.4,-,69.5,0,24,D
Waiau School Cws,7/2/2022,2.2,-,90.2,0,24,D
Waipara West Ews,7/2/2022,2.4,-,95,0,24,D
Wakanui 2 Cws,7/2/2022,0.2,-,81.7,0,24,D
Winchmore 2 Ews,7/2/2022,0.2,-,88.5,0,24,D
Akaroa Ews,8/2/2022,0,-,109.2,0,24,D
Ashburton Aero Aws,8/2/2022,0,-,83,0,24,D
Balmoral East Cws,8/2/2022,0,-,67,0,24,D
Bromley Ews,8/2/2022,0,-,111.1,0,24,D
Chertsey Cws,8/2/2022,0,-,97.8,0,24,D
Cheviot Ews,8/2/2022,0,-,84.3,0,24,D
Christchurch Aero,8/2/2022,0,-,64.9,0,24,D
"Christchurch, Kyle St Ews",8/2/2022,0,-,112.7,0,24,D
Culverden Aws,8/2/2022,0,-,97.9,0,24,D
Cass Ews,8/2/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,8/2/2022,0,-,107.5,0,24,D
Diamond Harbour Ews,8/2/2022,0,-,109,0,24,D
Hanmer Forest Ews,8/2/2022,0,-,93,0,24,D
Le Bons Bay Aws,8/2/2022,0,-,93.8,0,24,D
"Lincoln, Broadfield Ews",8/2/2022,0,-,93.2,0,24,D
"Lismore, Racemans House Cws",8/2/2022,0,-,71.7,0,24,D
Medbury Cws,8/2/2022,0.4,-,101.3,0,24,D
Methven Cws,8/2/2022,0,-,67.7,0,24,D
Ohoka Cws,8/2/2022,0.2,-,98.3,0,24,D
Rangiora Ews,8/2/2022,0,-,72.4,0,24,D
Waiau School Cws,8/2/2022,0,-,92.6,0,24,D
Waipara West Ews,8/2/2022,0,-,97.4,0,24,D
Wakanui 2 Cws,8/2/2022,0,-,84.3,0,24,D
Winchmore 2 Ews,8/2/2022,0,-,91,0,24,D
Akaroa Ews,9/2/2022,0,-,111,0,24,D
Ashburton Aero Aws,9/2/2022,0,-,85.6,0,24,D
Balmoral East Cws,9/2/2022,0,-,70.2,0,24,D
Bromley Ews,9/2/2022,0,-,112.9,0,24,D
Chertsey Cws,9/2/2022,0,-,99.9,0,24,D
Cheviot Ews,9/2/2022,0,-,87.1,0,24,D
Christchurch Aero,9/2/2022,0,-,67,0,24,D
"Christchurch, Kyle St Ews",9/2/2022,0,-,114.3,0,24,D
Culverden Aws,9/2/2022,0,-,99.7,0,24,D
Cass Ews,9/2/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,9/2/2022,0,-,109.3,0,24,D
Diamond Harbour Ews,9/2/2022,0,-,110.7,0,24,D
Hanmer Forest Ews,9/2/2022,0,-,94.9,0,24,D
Le Bons Bay Aws,9/2/2022,0,-,96.1,0,24,D
"Lincoln, Broadfield Ews",9/2/2022,0,-,95.5,0,24,D
"Lismore, Racemans House Cws",9/2/2022,0,-,74.6,0,24,D
Medbury Cws,9/2/2022,0,-,103.4,0,24,D
Methven Cws,9/2/2022,0,-,70.8,0,24,D
Ohoka Cws,9/2/2022,0,-,100.3,0,24,D
Rangiora Ews,9/2/2022,0,-,75.3,0,24,D
Waiau School Cws,9/2/2022,0.2,-,94.8,0,24,D
Waipara West Ews,9/2/2022,0,-,99.6,0,24,D
Wakanui 2 Cws,9/2/2022,0,-,86.9,0,24,D
Winchmore 2 Ews,9/2/2022,0,-,93.5,0,24,D
Akaroa Ews,10/2/2022,16,-,96.6,0,24,D
Ashburton Aero Aws,10/2/2022,27.4,-,60.7,0,24,D
Balmoral East Cws,10/2/2022,44.2,-,29.2,0,24,D
Bromley Ews,10/2/2022,33.8,-,80.8,0,24,D
Chertsey Cws,10/2/2022,29.8,-,72.2,0,24,D
Cheviot Ews,10/2/2022,40.2,-,49.5,0,24,D
Christchurch Aero,10/2/2022,31.2,-,37.8,0,24,D
"Christchurch, Kyle St Ews",10/2/2022,27.4,-,88.4,0,24,D
Culverden Aws,10/2/2022,42.8,-,58.5,0,24,D
Cass Ews,10/2/2022,66.4,-,-,-,24,D
Christchurch Botanic Gardens Ews,10/2/2022,32.8,-,78.2,0,24,D
Diamond Harbour Ews,10/2/2022,27,-,85.4,0,24,D
Hanmer Forest Ews,10/2/2022,34.6,-,62.1,0,24,D
Le Bons Bay Aws,10/2/2022,31.2,-,67.2,0,24,D
"Lincoln, Broadfield Ews",10/2/2022,20.6,-,77.2,0,24,D
"Lismore, Racemans House Cws",10/2/2022,35.6,-,41.9,0,24,D
Medbury Cws,10/2/2022,52.4,-,52.9,0,24,D
Methven Cws,10/2/2022,26.6,-,47.3,0,24,D
Ohoka Cws,10/2/2022,33.4,-,68.9,0,24,D
Rangiora Ews,10/2/2022,37.4,-,40.8,0,24,D
Waiau School Cws,10/2/2022,36.4,-,60.7,0,24,D
Waipara West Ews,10/2/2022,45.8,-,56,0,24,D
Wakanui 2 Cws,10/2/2022,24.2,-,65.1,0,24,D
Winchmore 2 Ews,10/2/2022,29.2,-,66.6,0,24,D
Akaroa Ews,11/2/2022,1.6,-,97.3,0,24,D
Ashburton Aero Aws,11/2/2022,0,-,63.6,0,24,D
Balmoral East Cws,11/2/2022,0,-,32.4,0,24,D
Bromley Ews,11/2/2022,1.2,-,82.7,0,24,D
Chertsey Cws,11/2/2022,0,-,75.3,0,24,D
Cheviot Ews,11/2/2022,0,-,52.6,0,24,D
Christchurch Aero,11/2/2022,0.8,-,39.1,0,24,D
"Christchurch, Kyle St Ews",11/2/2022,0.6,-,90.4,0,24,D
Culverden Aws,11/2/2022,0,-,61,0,24,D
Cass Ews,11/2/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,11/2/2022,0.8,-,80.4,0,24,D
Diamond Harbour Ews,11/2/2022,1,-,87.1,0,24,D
Hanmer Forest Ews,11/2/2022,0.6,-,64,0,24,D
Le Bons Bay Aws,11/2/2022,1.6,-,68.8,0,24,D
"Lincoln, Broadfield Ews",11/2/2022,0,-,80.2,0,24,D
"Lismore, Racemans House Cws",11/2/2022,0.2,-,44.6,0,24,D
Medbury Cws,11/2/2022,0,-,56.1,0,24,D
Methven Cws,11/2/2022,0,-,50.3,0,24,D
Ohoka Cws,11/2/2022,0.4,-,71.4,0,24,D
Rangiora Ews,11/2/2022,1,-,42.7,0,24,D
Waiau School Cws,11/2/2022,0.2,-,63.7,0,24,D
Waipara West Ews,11/2/2022,0,-,59.2,0,24,D
Wakanui 2 Cws,11/2/2022,0,-,68,0,24,D
Winchmore 2 Ews,11/2/2022,0,-,69.7,0,24,D
Akaroa Ews,12/2/2022,0,-,99.5,0,24,D
Ashburton Aero Aws,12/2/2022,0,-,66.5,0,24,D
Balmoral East Cws,12/2/2022,0,-,35.6,0,24,D
Bromley Ews,12/2/2022,1.2,-,84.6,0,24,D
Chertsey Cws,12/2/2022,0,-,78.3,0,24,D
Cheviot Ews,12/2/2022,0,-,55.7,0,24,D
Christchurch Aero,12/2/2022,1,-,40.1,0,24,D
"Christchurch, Kyle St Ews",12/2/2022,0.6,-,92.3,0,24,D
Culverden Aws,12/2/2022,0,-,63.5,0,24,D
Cass Ews,12/2/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,12/2/2022,0.4,-,82.9,0,24,D
Diamond Harbour Ews,12/2/2022,0,-,89.8,0,24,D
Le Bons Bay Aws,12/2/2022,0.2,-,71.8,0,24,D
"Lincoln, Broadfield Ews",12/2/2022,0.6,-,82.4,0,24,D
"Lismore, Racemans House Cws",12/2/2022,0,-,47.6,0,24,D
Medbury Cws,12/2/2022,0,-,59.3,0,24,D
Methven Cws,12/2/2022,0,-,53.4,0,24,D
Ohoka Cws,12/2/2022,0,-,74.3,0,24,D
Rangiora Ews,12/2/2022,0,-,45.6,0,24,D
Waiau School Cws,12/2/2022,0,-,66.8,0,24,D
Waipara West Ews,12/2/2022,0,-,62.3,0,24,D
Wakanui 2 Cws,12/2/2022,0,-,70.9,0,24,D
Winchmore 2 Ews,12/2/2022,0,-,72.7,0,24,D
Akaroa Ews,13/02/2022,60.2,-,41.5,0,24,D
Ashburton Aero Aws,13/02/2022,34.8,-,34.6,0,24,D
Balmoral East Cws,13/02/2022,68.6,-,0,29.8,24,D
Bromley Ews,13/02/2022,64.4,-,23.1,0,24,D
Chertsey Cws,13/02/2022,34.8,-,46.5,0,24,D
Cheviot Ews,13/02/2022,76.6,-,0,17.7,24,D
Christchurch Aero,13/02/2022,54.4,-,0,12.3,24,D
"Christchurch, Kyle St Ews",13/02/2022,52.6,-,42.1,0,24,D
Culverden Aws,13/02/2022,66.6,-,0,0.6,24,D
Cass Ews,13/02/2022,38.2,-,-,-,24,D
Christchurch Botanic Gardens Ews,13/02/2022,64.8,-,20.9,0,24,D
Diamond Harbour Ews,13/02/2022,58.6,-,33.8,0,24,D
Hanmer Forest Ews,13/02/2022,84.8,-,0,15.8,24,D
Le Bons Bay Aws,13/02/2022,68.2,-,6.8,0,24,D
"Lincoln, Broadfield Ews",13/02/2022,31.4,-,53.8,0,24,D
"Lismore, Racemans House Cws",13/02/2022,32.4,-,18.1,0,24,D
Medbury Cws,13/02/2022,53.8,-,8.7,0,24,D
Methven Cws,13/02/2022,43.2,-,13.3,0,24,D
Ohoka Cws,13/02/2022,68,-,9.2,0,24,D
Rangiora Ews,13/02/2022,86.4,-,0,37.9,24,D
Waiau School Cws,13/02/2022,68.8,-,1.1,0,24,D
Waipara West Ews,13/02/2022,58.8,-,6.7,0,24,D
Wakanui 2 Cws,13/02/2022,37.4,-,36.5,0,24,D
Winchmore 2 Ews,13/02/2022,41.6,-,34.2,0,24,D
Akaroa Ews,14/02/2022,8.4,-,36.3,0,24,D
Ashburton Aero Aws,14/02/2022,21.6,-,15.9,0,24,D
Balmoral East Cws,14/02/2022,21.2,-,0,18,24,D
Bromley Ews,14/02/2022,5.6,-,21,0,24,D
Chertsey Cws,14/02/2022,20.4,-,29.2,0,24,D
Cheviot Ews,14/02/2022,21.8,-,0,18.7,24,D
Christchurch Aero,14/02/2022,12.8,-,0,10.8,24,D
"Christchurch, Kyle St Ews",14/02/2022,5.4,-,39.8,0,24,D
Culverden Aws,14/02/2022,20,-,0,17.5,24,D
Cass Ews,14/02/2022,3,-,-,-,24,D
Christchurch Botanic Gardens Ews,14/02/2022,4.6,-,19.5,0,24,D
Diamond Harbour Ews,14/02/2022,8,-,28.9,0,24,D
Le Bons Bay Aws,14/02/2022,6.8,-,3.2,0,24,D
"Lincoln, Broadfield Ews",14/02/2022,9.6,-,47.3,0,24,D
"Lismore, Racemans House Cws",14/02/2022,9.4,-,11.6,0,24,D
Medbury Cws,14/02/2022,21.8,-,0,9.9,24,D
Methven Cws,14/02/2022,15.4,-,1,0,24,D
Ohoka Cws,14/02/2022,15.4,-,0,3.3,24,D
Rangiora Ews,14/02/2022,14,-,0,11.1,24,D
Waiau School Cws,14/02/2022,18.6,-,0,14.4,24,D
Waipara West Ews,14/02/2022,19.6,-,0,9.7,24,D
Wakanui 2 Cws,14/02/2022,11.6,-,27.8,0,24,D
Winchmore 2 Ews,14/02/2022,19.4,-,17.9,0,24,D
Akaroa Ews,15/02/2022,0,-,39.5,0,24,D
Ashburton Aero Aws,15/02/2022,0.4,-,18.4,0,24,D
Balmoral East Cws,15/02/2022,0,-,3.2,0,24,D
Bromley Ews,15/02/2022,0.8,-,23.6,0,24,D
Chertsey Cws,15/02/2022,0,-,32.2,0,24,D
Cheviot Ews,15/02/2022,0,-,3.1,0,24,D
Christchurch Aero,15/02/2022,0.2,-,1.8,0,24,D
"Christchurch, Kyle St Ews",15/02/2022,0,-,43,0,24,D
Culverden Aws,15/02/2022,0,-,2.5,0,24,D
Cass Ews,15/02/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,15/02/2022,0,-,22.6,0,24,D
Diamond Harbour Ews,15/02/2022,0,-,32.1,0,24,D
Le Bons Bay Aws,15/02/2022,0,-,6.4,0,24,D
"Lincoln, Broadfield Ews",15/02/2022,0,-,50.4,0,24,D
"Lismore, Racemans House Cws",15/02/2022,0,-,14.5,0,24,D
Medbury Cws,15/02/2022,0,-,3.2,0,24,D
Methven Cws,15/02/2022,0,-,4.1,0,24,D
Ohoka Cws,15/02/2022,0,-,2.9,0,24,D
Rangiora Ews,15/02/2022,0,-,2.9,0,24,D
Waiau School Cws,15/02/2022,0,-,3.1,0,24,D
Waipara West Ews,15/02/2022,0,-,3.2,0,24,D
Wakanui 2 Cws,15/02/2022,0,-,30.7,0,24,D
Winchmore 2 Ews,15/02/2022,0,-,21,0,24,D
Akaroa Ews,16/02/2022,0,-,42.7,0,24,D
Ashburton Aero Aws,16/02/2022,0,-,21.3,0,24,D
Balmoral East Cws,16/02/2022,0,-,6.4,0,24,D
Bromley Ews,16/02/2022,0,-,27,0,24,D
Chertsey Cws,16/02/2022,0,-,35.3,0,24,D
Cheviot Ews,16/02/2022,0,-,6.3,0,24,D
Christchurch Aero,16/02/2022,0.2,-,3.7,0,24,D
"Christchurch, Kyle St Ews",16/02/2022,0,-,46.1,0,24,D
Culverden Aws,16/02/2022,0,-,5,0,24,D
Cass Ews,16/02/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,16/02/2022,0,-,25.8,0,24,D
Diamond Harbour Ews,16/02/2022,0,-,35.3,0,24,D
Hanmer Forest Ews,16/02/2022,0,-,7.5,0,24,D
Le Bons Bay Aws,16/02/2022,0,-,9.6,0,24,D
"Lincoln, Broadfield Ews",16/02/2022,0,-,53.5,0,24,D
"Lismore, Racemans House Cws",16/02/2022,0.2,-,17.2,0,24,D
Medbury Cws,16/02/2022,0,-,6.4,0,24,D
Methven Cws,16/02/2022,0,-,7.1,0,24,D
Ohoka Cws,16/02/2022,0,-,5.8,0,24,D
Rangiora Ews,16/02/2022,0,-,5.8,0,24,D
Waiau School Cws,16/02/2022,0,-,6.2,0,24,D
Waipara West Ews,16/02/2022,0,-,6.4,0,24,D
Wakanui 2 Cws,16/02/2022,0,-,33.6,0,24,D
Winchmore 2 Ews,16/02/2022,0,-,24.1,0,24,D
Akaroa Ews,17/02/2022,0,-,45.8,0,24,D
Ashburton Aero Aws,17/02/2022,0.2,-,24,0,24,D
Balmoral East Cws,17/02/2022,0,-,9.6,0,24,D
Bromley Ews,17/02/2022,0,-,30.4,0,24,D
Chertsey Cws,17/02/2022,0,-,38.4,0,24,D
Cheviot Ews,17/02/2022,0,-,9.4,0,24,D
Christchurch Aero,17/02/2022,0,-,5.7,0,24,D
"Christchurch, Kyle St Ews",17/02/2022,0,-,49.3,0,24,D
Culverden Aws,17/02/2022,0,-,7.5,0,24,D
Cass Ews,17/02/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,17/02/2022,0,-,28.9,0,24,D
Diamond Harbour Ews,17/02/2022,0,-,38.5,0,24,D
Hanmer Forest Ews,17/02/2022,0,-,10,0,24,D
Le Bons Bay Aws,17/02/2022,0,-,12.8,0,24,D
"Lincoln, Broadfield Ews",17/02/2022,0,-,56.6,0,24,D
"Lismore, Racemans House Cws",17/02/2022,0,-,20.1,0,24,D
Medbury Cws,17/02/2022,1,-,8.6,0,24,D
Methven Cws,17/02/2022,0,-,10.2,0,24,D
Ohoka Cws,17/02/2022,0,-,8.7,0,24,D
Rangiora Ews,17/02/2022,0,-,8.7,0,24,D
Waiau School Cws,17/02/2022,0,-,9.4,0,24,D
Waipara West Ews,17/02/2022,0,-,9.6,0,24,D
Wakanui 2 Cws,17/02/2022,0,-,36.5,0,24,D
Winchmore 2 Ews,17/02/2022,0,-,27.1,0,24,D
Akaroa Ews,18/02/2022,0,-,49,0,24,D
Ashburton Aero Aws,18/02/2022,0,-,26.9,0,24,D
Balmoral East Cws,18/02/2022,0,-,12.8,0,24,D
Bromley Ews,18/02/2022,0,-,33.8,0,24,D
Chertsey Cws,18/02/2022,0,-,41.5,0,24,D
Cheviot Ews,18/02/2022,0,-,12.5,0,24,D
Christchurch Aero,18/02/2022,0,-,7.8,0,24,D
"Christchurch, Kyle St Ews",18/02/2022,0,-,52.4,0,24,D
Culverden Aws,18/02/2022,0,-,10,0,24,D
Cass Ews,18/02/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,18/02/2022,0,-,32,0,24,D
Diamond Harbour Ews,18/02/2022,0,-,41.6,0,24,D
Hanmer Forest Ews,18/02/2022,0,-,12.5,0,24,D
Le Bons Bay Aws,18/02/2022,0,-,16,0,24,D
"Lincoln, Broadfield Ews",18/02/2022,0,-,59.6,0,24,D
"Lismore, Racemans House Cws",18/02/2022,0,-,23,0,24,D
Medbury Cws,18/02/2022,1.2,-,10.6,0,24,D
Methven Cws,18/02/2022,0,-,13.3,0,24,D
Ohoka Cws,18/02/2022,0,-,11.6,0,24,D
Rangiora Ews,18/02/2022,0,-,11.6,0,24,D
Waiau School Cws,18/02/2022,0,-,12.5,0,24,D
Waipara West Ews,18/02/2022,0,-,12.8,0,24,D
Wakanui 2 Cws,18/02/2022,0,-,39.4,0,24,D
Winchmore 2 Ews,18/02/2022,0,-,30.2,0,24,D
Akaroa Ews,19/02/2022,0,-,52.2,0,24,D
Ashburton Aero Aws,19/02/2022,0,-,29.8,0,24,D
Balmoral East Cws,19/02/2022,0,-,16,0,24,D
Bromley Ews,19/02/2022,0,-,37.2,0,24,D
Chertsey Cws,19/02/2022,0,-,44.5,0,24,D
Cheviot Ews,19/02/2022,0,-,15.6,0,24,D
Christchurch Aero,19/02/2022,0,-,9.8,0,24,D
"Christchurch, Kyle St Ews",19/02/2022,0,-,55.6,0,24,D
Culverden Aws,19/02/2022,0,-,12.5,0,24,D
Cass Ews,19/02/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,19/02/2022,0,-,35.2,0,24,D
Diamond Harbour Ews,19/02/2022,0,-,44.8,0,24,D
Hanmer Forest Ews,19/02/2022,0,-,15,0,24,D
Le Bons Bay Aws,19/02/2022,0,-,19.2,0,24,D
"Lincoln, Broadfield Ews",19/02/2022,0,-,62.7,0,24,D
"Lismore, Racemans House Cws",19/02/2022,0,-,25.9,0,24,D
Medbury Cws,19/02/2022,1.4,-,12.4,0,24,D
Methven Cws,19/02/2022,0,-,16.4,0,24,D
Ohoka Cws,19/02/2022,0,-,14.5,0,24,D
Rangiora Ews,19/02/2022,0,-,14.5,0,24,D
Waiau School Cws,19/02/2022,0,-,15.6,0,24,D
Waipara West Ews,19/02/2022,0,-,16,0,24,D
Wakanui 2 Cws,19/02/2022,0,-,42.3,0,24,D
Winchmore 2 Ews,19/02/2022,0,-,33.3,0,24,D
Akaroa Ews,20/02/2022,4.6,-,50.8,0,24,D
Ashburton Aero Aws,20/02/2022,8,-,24.7,0,24,D
Balmoral East Cws,20/02/2022,22.6,-,0,3.4,24,D
Bromley Ews,20/02/2022,4,-,36.6,0,24,D
Chertsey Cws,20/02/2022,5.2,-,42.4,0,24,D
Cheviot Ews,20/02/2022,16.6,-,2.2,0,24,D
Christchurch Aero,20/02/2022,6.4,-,5.4,0,24,D
"Christchurch, Kyle St Ews",20/02/2022,4,-,54.7,0,24,D
Culverden Aws,20/02/2022,23,-,0,8,24,D
Cass Ews,20/02/2022,23,-,-,-,24,D
Christchurch Botanic Gardens Ews,20/02/2022,4.2,-,34.1,0,24,D
Diamond Harbour Ews,20/02/2022,3.2,-,44.8,0,24,D
