Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Maungaraki 3,11/2/2022,0,-,33.6,0,24,D
Ngawi Aws,11/2/2022,0,-,34.3,0,24,D
Paraparaumu Aero,11/2/2022,1.6,1,35,0,24,D
Paraparaumu Aero Aws,11/2/2022,0.2,-,32.2,0,24,D
Paraparaumu Ews,11/2/2022,0,-,48.2,0,24,D
"Porirua, Elsdon Park Aws",11/2/2022,0.2,-,22.3,0,24,D
Stephens Island Aws,11/2/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",11/2/2022,0.6,-,56.8,0,24,D
Wellington Aero,11/2/2022,0,-,54.3,0,24,D
"Wellington, Greta Point Cws",11/2/2022,0,-,50.5,0,24,D
"Wellington, Kelburn 2",11/2/2022,0.2,-,28.3,0,24,D
"Wellington, Kelburn Aws",11/2/2022,0.2,-,20.6,0,24,D
Baring Head,12/2/2022,5.4,-,96.6,0,24,D
Blenheim Aero Aws,12/2/2022,0.4,-,84.4,0,24,D
Blenheim Research Ews,12/2/2022,0.4,-,95.8,0,24,D
Brothers Island Aws,12/2/2022,5,-,59,0,24,D
Cape Campbell Aws,12/2/2022,0.2,-,99.9,0,24,D
Levin Aws,12/2/2022,12.6,-,2.4,0,24,D
Levin Ews,12/2/2022,11.2,-,25.4,0,24,D
Mana Island Aws,12/2/2022,9,-,21.9,0,24,D
Martinborough Ews,12/2/2022,12.6,-,56.2,0,24,D
Masterton Aero Aws,12/2/2022,43.8,-,0,9.3,24,D
Masterton Ews,12/2/2022,55.4,-,0,32.1,24,D
"Masterton, Te Ore Ore Cws",12/2/2022,67.2,-,0,22.2,24,D
"Masterton, Te Ore Ore Srig",12/2/2022,67.8,-,0,28.4,24,D
Maungaraki 3,12/2/2022,6.4,-,30.9,0,24,D
Ngawi Aws,12/2/2022,4.2,-,33.1,0,24,D
Paraparaumu Aero,12/2/2022,20.4,1,18.5,0,24,D
Paraparaumu Aero Aws,12/2/2022,22.2,-,13.8,0,24,D
Paraparaumu Ews,12/2/2022,20.2,-,31.8,0,24,D
"Porirua, Elsdon Park Aws",12/2/2022,7.8,-,18.2,0,24,D
Stephens Island Aws,12/2/2022,12.2,-,-,-,24,D
"Upper Hutt, Trentham Ews",12/2/2022,11,-,49.2,0,24,D
Wellington Aero,12/2/2022,6.9,-,51.3,0,24,D
"Wellington, Greta Point Cws",12/2/2022,6,-,48.3,0,24,D
"Wellington, Kelburn 2",12/2/2022,5.6,-,26.5,0,24,D
"Wellington, Kelburn Aws",12/2/2022,7,-,17.5,0,24,D
Baring Head,13/02/2022,66.2,-,33.1,0,24,D
Blenheim Aero Aws,13/02/2022,72.8,-,14.6,0,24,D
Blenheim Research Ews,13/02/2022,65,-,33.3,0,24,D
Brothers Island Aws,13/02/2022,95.2,-,0,32.6,24,D
Cape Campbell Aws,13/02/2022,55.8,-,46.4,0,24,D
Levin Aws,13/02/2022,38.6,-,0,32.6,24,D
Levin Ews,13/02/2022,33.8,-,0,4.8,24,D
Mana Island Aws,13/02/2022,97.2,-,0,71.6,24,D
Martinborough Ews,13/02/2022,108.4,-,0,49.1,24,D
Masterton Aero Aws,13/02/2022,124,-,0,120.9,24,D
Masterton Ews,13/02/2022,118,-,0,114.9,24,D
"Masterton, Te Ore Ore Cws",13/02/2022,107.8,-,0,104.7,24,D
"Masterton, Te Ore Ore Srig",13/02/2022,114.6,-,0,111.5,24,D
Maungaraki 3,13/02/2022,107.4,-,0,72.9,24,D
Ngawi Aws,13/02/2022,91,-,0,54.8,24,D
Paraparaumu Aero,13/02/2022,41.7,2,0,19.3,24,D
Paraparaumu Aero Aws,13/02/2022,42,-,0,24.3,24,D
Paraparaumu Ews,13/02/2022,38.2,-,0,2.5,24,D
"Porirua, Elsdon Park Aws",13/02/2022,108.6,-,0,86.8,24,D
Stephens Island Aws,13/02/2022,67,-,-,-,24,D
"Upper Hutt, Trentham Ews",13/02/2022,81.8,-,0,29.3,24,D
Wellington Aero,13/02/2022,116.1,-,0,61,24,D
"Wellington, Greta Point Cws",13/02/2022,115.4,-,0,63.3,24,D
"Wellington, Kelburn 2",13/02/2022,126.2,-,0,95.9,24,D
"Wellington, Kelburn Aws",13/02/2022,127.2,-,0,105.9,24,D
Baring Head,14/02/2022,11,-,25.9,0,24,D
Blenheim Aero Aws,14/02/2022,4.8,-,13.2,0,24,D
Blenheim Research Ews,14/02/2022,3.2,-,33.5,0,24,D
Brothers Island Aws,14/02/2022,3.2,-,0.5,0,24,D
Cape Campbell Aws,14/02/2022,10.4,-,39.4,0,24,D
Levin Aws,14/02/2022,2,-,1.6,0,24,D
Levin Ews,14/02/2022,1,-,2.7,0,24,D
Mana Island Aws,14/02/2022,11.6,-,0,7.9,24,D
Martinborough Ews,14/02/2022,6.8,-,0,3.8,24,D
Masterton Aero Aws,14/02/2022,25,-,0,21.9,24,D
Masterton Ews,14/02/2022,18.6,-,0,15.5,24,D
"Masterton, Te Ore Ore Cws",14/02/2022,17.8,-,0,14.7,24,D
"Masterton, Te Ore Ore Srig",14/02/2022,17,-,0,13.9,24,D
Maungaraki 3,14/02/2022,23.8,-,0,20.1,24,D
Ngawi Aws,14/02/2022,18.2,-,0,15.2,24,D
Paraparaumu Aero,14/02/2022,2,1,1.9,0,24,D
Paraparaumu Aero Aws,14/02/2022,3.6,-,0.3,0,24,D
Paraparaumu Ews,14/02/2022,3.2,-,0.7,0,24,D
"Porirua, Elsdon Park Aws",14/02/2022,21.6,-,0,17.9,24,D
Stephens Island Aws,14/02/2022,10.2,-,-,-,24,D
"Upper Hutt, Trentham Ews",14/02/2022,8.6,-,0,5.2,24,D
Wellington Aero,14/02/2022,26.2,-,0,22.4,24,D
"Wellington, Greta Point Cws",14/02/2022,40.2,-,0,36.4,24,D
"Wellington, Kelburn 2",14/02/2022,34.4,-,0,30.6,24,D
"Wellington, Kelburn Aws",14/02/2022,35.4,-,0,31.6,24,D
Baring Head,15/02/2022,1.2,-,28.5,0,24,D
Blenheim Aero Aws,15/02/2022,0.2,-,16.5,0,24,D
Blenheim Research Ews,15/02/2022,0.2,-,36.8,0,24,D
Brothers Island Aws,15/02/2022,0,-,4.1,0,24,D
Cape Campbell Aws,15/02/2022,0,-,42.9,0,24,D
Levin Aws,15/02/2022,0,-,5.3,0,24,D
Levin Ews,15/02/2022,0,-,6.3,0,24,D
Mana Island Aws,15/02/2022,0.2,-,3.5,0,24,D
Martinborough Ews,15/02/2022,0,-,3,0,24,D
Masterton Aero Aws,15/02/2022,0,-,3.1,0,24,D
Masterton Ews,15/02/2022,0,-,3.1,0,24,D
"Masterton, Te Ore Ore Cws",15/02/2022,0.4,-,2.7,0,24,D
"Masterton, Te Ore Ore Srig",15/02/2022,0.4,-,2.7,0,24,D
Maungaraki 3,15/02/2022,4,-,0,0.3,24,D
Ngawi Aws,15/02/2022,0.6,-,2.4,0,24,D
Paraparaumu Aero,15/02/2022,0,0,5.8,0,24,D
Paraparaumu Aero Aws,15/02/2022,0.2,-,4,0,24,D
Paraparaumu Ews,15/02/2022,0,-,4.6,0,24,D
"Porirua, Elsdon Park Aws",15/02/2022,1.6,-,2.1,0,24,D
Stephens Island Aws,15/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",15/02/2022,0.2,-,3.2,0,24,D
Wellington Aero,15/02/2022,0.3,-,3.5,0,24,D
"Wellington, Greta Point Cws",15/02/2022,0.2,-,3.6,0,24,D
"Wellington, Kelburn 2",15/02/2022,0.2,-,3.6,0,24,D
"Wellington, Kelburn Aws",15/02/2022,0,-,3.8,0,24,D
Baring Head,16/02/2022,0,-,32.4,0,24,D
Blenheim Aero Aws,16/02/2022,0,-,19.9,0,24,D
Blenheim Research Ews,16/02/2022,0,-,40.2,0,24,D
Brothers Island Aws,16/02/2022,0,-,7.8,0,24,D
Cape Campbell Aws,16/02/2022,0,-,46.3,0,24,D
Levin Aws,16/02/2022,0,-,8.9,0,24,D
Levin Ews,16/02/2022,0,-,10,0,24,D
Mana Island Aws,16/02/2022,0,-,7.1,0,24,D
Martinborough Ews,16/02/2022,0,-,6.1,0,24,D
Masterton Aero Aws,16/02/2022,0,-,6.1,0,24,D
Masterton Ews,16/02/2022,0,-,6.2,0,24,D
"Masterton, Te Ore Ore Cws",16/02/2022,0,-,5.8,0,24,D
"Masterton, Te Ore Ore Srig",16/02/2022,0,-,5.8,0,24,D
Maungaraki 3,16/02/2022,0,-,3.7,0,24,D
Ngawi Aws,16/02/2022,0,-,5.5,0,24,D
Paraparaumu Aero,16/02/2022,0,0,9.7,0,24,D
Paraparaumu Aero Aws,16/02/2022,0,-,7.9,0,24,D
Paraparaumu Ews,16/02/2022,0,-,8.5,0,24,D
"Porirua, Elsdon Park Aws",16/02/2022,0,-,5.7,0,24,D
Stephens Island Aws,16/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",16/02/2022,0,-,6.6,0,24,D
Wellington Aero,16/02/2022,0,-,7.4,0,24,D
"Wellington, Greta Point Cws",16/02/2022,0,-,7.5,0,24,D
"Wellington, Kelburn 2",16/02/2022,0,-,7.5,0,24,D
"Wellington, Kelburn Aws",16/02/2022,0,-,7.7,0,24,D
Baring Head,17/02/2022,0,-,36.2,0,24,D
Blenheim Aero Aws,17/02/2022,0.2,-,23.2,0,24,D
Blenheim Research Ews,17/02/2022,0,-,43.6,0,24,D
Brothers Island Aws,17/02/2022,0,-,11.4,0,24,D
Cape Campbell Aws,17/02/2022,0,-,49.8,0,24,D
Levin Aws,17/02/2022,0,-,12.5,0,24,D
Levin Ews,17/02/2022,0,-,13.7,0,24,D
Mana Island Aws,17/02/2022,0,-,10.8,0,24,D
Martinborough Ews,17/02/2022,0,-,9.1,0,24,D
Masterton Aero Aws,17/02/2022,0,-,9.2,0,24,D
Masterton Ews,17/02/2022,0,-,9.3,0,24,D
"Masterton, Te Ore Ore Cws",17/02/2022,0,-,8.9,0,24,D
"Masterton, Te Ore Ore Srig",17/02/2022,0,-,8.9,0,24,D
Maungaraki 3,17/02/2022,0,-,7.3,0,24,D
Ngawi Aws,17/02/2022,0,-,8.5,0,24,D
Paraparaumu Aero,17/02/2022,0,0,13.5,0,24,D
Paraparaumu Aero Aws,17/02/2022,0,-,11.7,0,24,D
Paraparaumu Ews,17/02/2022,0,-,12.3,0,24,D
"Porirua, Elsdon Park Aws",17/02/2022,0,-,9.4,0,24,D
"Upper Hutt, Trentham Ews",17/02/2022,0,-,10,0,24,D
Wellington Aero,17/02/2022,0,-,11.2,0,24,D
"Wellington, Greta Point Cws",17/02/2022,0,-,11.3,0,24,D
"Wellington, Kelburn 2",17/02/2022,0,-,11.3,0,24,D
"Wellington, Kelburn Aws",17/02/2022,0,-,11.5,0,24,D
Baring Head,18/02/2022,0,-,40,0,24,D
Blenheim Aero Aws,18/02/2022,0,-,26.6,0,24,D
Blenheim Research Ews,18/02/2022,0,-,47.1,0,24,D
Brothers Island Aws,18/02/2022,0,-,15.1,0,24,D
Cape Campbell Aws,18/02/2022,0,-,53.2,0,24,D
Levin Aws,18/02/2022,0,-,16.2,0,24,D
Levin Ews,18/02/2022,0,-,17.3,0,24,D
Mana Island Aws,18/02/2022,0,-,14.4,0,24,D
Martinborough Ews,18/02/2022,0,-,12.2,0,24,D
Masterton Aero Aws,18/02/2022,0,-,12.3,0,24,D
Masterton Ews,18/02/2022,0,-,12.4,0,24,D
"Masterton, Te Ore Ore Cws",18/02/2022,0,-,12,0,24,D
"Masterton, Te Ore Ore Srig",18/02/2022,0,-,12,0,24,D
Maungaraki 3,18/02/2022,0,-,11,0,24,D
Ngawi Aws,18/02/2022,0,-,11.6,0,24,D
Paraparaumu Aero,18/02/2022,0.1,0,17.3,0,24,D
Paraparaumu Aero Aws,18/02/2022,0,-,15.6,0,24,D
Paraparaumu Ews,18/02/2022,0,-,16.2,0,24,D
"Porirua, Elsdon Park Aws",18/02/2022,0,-,13,0,24,D
"Upper Hutt, Trentham Ews",18/02/2022,0,-,13.4,0,24,D
Wellington Aero,18/02/2022,0,-,15,0,24,D
"Wellington, Greta Point Cws",18/02/2022,0,-,15.1,0,24,D
"Wellington, Kelburn 2",18/02/2022,0,-,15.1,0,24,D
"Wellington, Kelburn Aws",18/02/2022,0,-,15.3,0,24,D
Baring Head,19/02/2022,0,-,43.9,0,24,D
Blenheim Aero Aws,19/02/2022,0,-,30.1,0,24,D
Blenheim Research Ews,19/02/2022,0,-,50.5,0,24,D
Brothers Island Aws,19/02/2022,0,-,18.7,0,24,D
Cape Campbell Aws,19/02/2022,0,-,56.7,0,24,D
Levin Aws,19/02/2022,0,-,19.8,0,24,D
Levin Ews,19/02/2022,0,-,21,0,24,D
Mana Island Aws,19/02/2022,0,-,18.1,0,24,D
Martinborough Ews,19/02/2022,0,-,15.2,0,24,D
Masterton Aero Aws,19/02/2022,0,-,15.4,0,24,D
Masterton Ews,19/02/2022,0,-,15.6,0,24,D
"Masterton, Te Ore Ore Cws",19/02/2022,0,-,15.2,0,24,D
"Masterton, Te Ore Ore Srig",19/02/2022,0,-,15.2,0,24,D
Maungaraki 3,19/02/2022,0,-,14.6,0,24,D
Ngawi Aws,19/02/2022,0,-,14.6,0,24,D
Paraparaumu Aero,19/02/2022,0,0,21.2,0,24,D
Paraparaumu Aero Aws,19/02/2022,0,-,19.5,0,24,D
Paraparaumu Ews,19/02/2022,0,-,20.1,0,24,D
"Porirua, Elsdon Park Aws",19/02/2022,0,-,16.7,0,24,D
Stephens Island Aws,19/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",19/02/2022,0,-,16.7,0,24,D
Wellington Aero,19/02/2022,0,-,18.9,0,24,D
"Wellington, Greta Point Cws",19/02/2022,0,-,19,0,24,D
"Wellington, Kelburn 2",19/02/2022,0,-,19,0,24,D
"Wellington, Kelburn Aws",19/02/2022,0,-,19.2,0,24,D
Baring Head,20/02/2022,9,-,38.7,0,24,D
Blenheim Aero Aws,20/02/2022,25.6,-,7.9,0,24,D
Blenheim Research Ews,20/02/2022,21,-,33,0,24,D
Brothers Island Aws,20/02/2022,28.2,-,0,5.8,24,D
Cape Campbell Aws,20/02/2022,15,-,45.1,0,24,D
Levin Aws,20/02/2022,39.8,-,0,16.4,24,D
Levin Ews,20/02/2022,36.2,-,0,11.6,24,D
Mana Island Aws,20/02/2022,35,-,0,13.3,24,D
Martinborough Ews,20/02/2022,28,-,0,9.7,24,D
Masterton Aero Aws,20/02/2022,27.6,-,0,9.2,24,D
Masterton Ews,20/02/2022,27.4,-,0,8.7,24,D
"Masterton, Te Ore Ore Cws",20/02/2022,21.4,-,0,3.1,24,D
"Masterton, Te Ore Ore Srig",20/02/2022,21.2,-,0,2.9,24,D
Maungaraki 3,20/02/2022,42.2,-,0,23.9,24,D
Ngawi Aws,20/02/2022,16.6,-,1.1,0,24,D
Paraparaumu Aero,20/02/2022,23.9,1,1.2,0,24,D
Paraparaumu Aero Aws,20/02/2022,24.4,-,0,1,24,D
Paraparaumu Ews,20/02/2022,22.4,-,1.6,0,24,D
"Porirua, Elsdon Park Aws",20/02/2022,28.2,-,0,7.9,24,D
Stephens Island Aws,20/02/2022,30.2,-,-,-,24,D
"Upper Hutt, Trentham Ews",20/02/2022,36.4,-,0,16.3,24,D
Wellington Aero,20/02/2022,36.3,-,0,13.6,24,D
"Wellington, Greta Point Cws",20/02/2022,51.6,-,0,28.8,24,D
"Wellington, Kelburn 2",20/02/2022,37.4,-,0,14.6,24,D
"Wellington, Kelburn Aws",20/02/2022,39,-,0,16,24,D
Baring Head,21/02/2022,0,-,42.5,0,24,D
Blenheim Aero Aws,21/02/2022,0,-,11.4,0,24,D
Blenheim Research Ews,21/02/2022,0,-,36.4,0,24,D
Brothers Island Aws,21/02/2022,0,-,3.7,0,24,D
Cape Campbell Aws,21/02/2022,0,-,48.6,0,24,D
Levin Aws,21/02/2022,0.2,-,3.4,0,24,D
Levin Ews,21/02/2022,0,-,3.7,0,24,D
Mana Island Aws,21/02/2022,0.6,-,3.1,0,24,D
Martinborough Ews,21/02/2022,0.8,-,2.2,0,24,D
Masterton Aero Aws,21/02/2022,3.2,-,0,0.1,24,D
Masterton Ews,21/02/2022,4,-,0,0.9,24,D
"Masterton, Te Ore Ore Cws",21/02/2022,4.2,-,0,1.1,24,D
"Masterton, Te Ore Ore Srig",21/02/2022,4.2,-,0,1.1,24,D
Maungaraki 3,21/02/2022,0.6,-,3.1,0,24,D
Ngawi Aws,21/02/2022,0.2,-,3.9,0,24,D
Paraparaumu Aero,21/02/2022,0,0,5.1,0,24,D
Paraparaumu Aero Aws,21/02/2022,0,-,3.9,0,24,D
Paraparaumu Ews,21/02/2022,0,-,5.5,0,24,D
"Porirua, Elsdon Park Aws",21/02/2022,2.8,-,0.9,0,24,D
Stephens Island Aws,21/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",21/02/2022,0,-,3.4,0,24,D
Wellington Aero,21/02/2022,0,-,3.8,0,24,D
"Wellington, Greta Point Cws",21/02/2022,0,-,3.8,0,24,D
"Wellington, Kelburn 2",21/02/2022,0.8,-,3,0,24,D
"Wellington, Kelburn Aws",21/02/2022,1,-,2.8,0,24,D
Baring Head,22/02/2022,0,-,46.4,0,24,D
Blenheim Aero Aws,22/02/2022,0,-,14.8,0,24,D
Blenheim Research Ews,22/02/2022,0,-,39.9,0,24,D
Brothers Island Aws,22/02/2022,0,-,7.3,0,24,D
Cape Campbell Aws,22/02/2022,0,-,52,0,24,D
Levin Aws,22/02/2022,0,-,7.1,0,24,D
Levin Ews,22/02/2022,0,-,7.3,0,24,D
Mana Island Aws,22/02/2022,0,-,6.7,0,24,D
Martinborough Ews,22/02/2022,0,-,5.3,0,24,D
Masterton Aero Aws,22/02/2022,0,-,3.1,0,24,D
Masterton Ews,22/02/2022,0,-,3.1,0,24,D
"Masterton, Te Ore Ore Cws",22/02/2022,0,-,3.1,0,24,D
"Masterton, Te Ore Ore Srig",22/02/2022,0,-,3.1,0,24,D
Maungaraki 3,22/02/2022,0,-,6.7,0,24,D
Ngawi Aws,22/02/2022,0,-,6.9,0,24,D
Paraparaumu Aero,22/02/2022,0.1,0,8.9,0,24,D
Paraparaumu Aero Aws,22/02/2022,0,-,7.8,0,24,D
Paraparaumu Ews,22/02/2022,0,-,9.4,0,24,D
"Porirua, Elsdon Park Aws",22/02/2022,0,-,4.5,0,24,D
"Upper Hutt, Trentham Ews",22/02/2022,0,-,6.8,0,24,D
Wellington Aero,22/02/2022,0,-,7.7,0,24,D
"Wellington, Greta Point Cws",22/02/2022,0,-,7.7,0,24,D
"Wellington, Kelburn 2",22/02/2022,0,-,6.9,0,24,D
"Wellington, Kelburn Aws",22/02/2022,0,-,6.7,0,24,D
Baring Head,23/02/2022,0,-,50.2,0,24,D
Blenheim Aero Aws,23/02/2022,0,-,18.3,0,24,D
Blenheim Research Ews,23/02/2022,0,-,43.3,0,24,D
Brothers Island Aws,23/02/2022,0.2,-,10.8,0,24,D
Cape Campbell Aws,23/02/2022,0,-,55.5,0,24,D
Levin Aws,23/02/2022,5.2,-,5.5,0,24,D
Levin Ews,23/02/2022,0,-,11,0,24,D
Mana Island Aws,23/02/2022,0,-,10.4,0,24,D
Martinborough Ews,23/02/2022,0,-,8.3,0,24,D
Masterton Aero Aws,23/02/2022,0,-,6.1,0,24,D
Masterton Ews,23/02/2022,0,-,6.2,0,24,D
"Masterton, Te Ore Ore Cws",23/02/2022,0,-,6.2,0,24,D
"Masterton, Te Ore Ore Srig",23/02/2022,0,-,6.2,0,24,D
Maungaraki 3,23/02/2022,0.4,-,10,0,24,D
Ngawi Aws,23/02/2022,0.2,-,9.8,0,24,D
Paraparaumu Aero,23/02/2022,0.3,0,12.5,0,24,D
Paraparaumu Aero Aws,23/02/2022,0.2,-,11.5,0,24,D
Paraparaumu Ews,23/02/2022,0,-,13.3,0,24,D
"Porirua, Elsdon Park Aws",23/02/2022,0,-,8.2,0,24,D
Stephens Island Aws,23/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",23/02/2022,0,-,10.2,0,24,D
Wellington Aero,23/02/2022,0,-,11.5,0,24,D
"Wellington, Greta Point Cws",23/02/2022,0,-,11.5,0,24,D
"Wellington, Kelburn 2",23/02/2022,0,-,10.7,0,24,D
"Wellington, Kelburn Aws",23/02/2022,0,-,10.5,0,24,D
Baring Head,24/02/2022,0,-,54,0,24,D
Blenheim Aero Aws,24/02/2022,0,-,21.7,0,24,D
Blenheim Research Ews,24/02/2022,0,-,46.8,0,24,D
Brothers Island Aws,24/02/2022,0,-,14.4,0,24,D
Cape Campbell Aws,24/02/2022,0,-,58.9,0,24,D
Levin Aws,24/02/2022,0,-,9.1,0,24,D
Levin Ews,24/02/2022,0,-,14.7,0,24,D
Mana Island Aws,24/02/2022,0,-,14,0,24,D
Martinborough Ews,24/02/2022,0,-,11.4,0,24,D
Masterton Aero Aws,24/02/2022,0.4,-,8.8,0,24,D
Masterton Ews,24/02/2022,0,-,9.3,0,24,D
"Masterton, Te Ore Ore Cws",24/02/2022,0,-,9.3,0,24,D
"Masterton, Te Ore Ore Srig",24/02/2022,0.4,-,8.9,0,24,D
Maungaraki 3,24/02/2022,0,-,13.6,0,24,D
Ngawi Aws,24/02/2022,0,-,12.8,0,24,D
Paraparaumu Aero,24/02/2022,0,0,16.3,0,24,D
Paraparaumu Aero Aws,24/02/2022,0,-,15.3,0,24,D
Paraparaumu Ews,24/02/2022,0,-,17.1,0,24,D
"Porirua, Elsdon Park Aws",24/02/2022,0,-,11.8,0,24,D
Stephens Island Aws,24/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",24/02/2022,0,-,13.6,0,24,D
Wellington Aero,24/02/2022,0.1,-,15.2,0,24,D
"Wellington, Greta Point Cws",24/02/2022,0,-,15.3,0,24,D
"Wellington, Kelburn 2",24/02/2022,0,-,14.5,0,24,D
"Wellington, Kelburn Aws",24/02/2022,0,-,14.3,0,24,D
Baring Head,25/02/2022,0,-,57.9,0,24,D
Blenheim Aero Aws,25/02/2022,0,-,25.2,0,24,D
Blenheim Research Ews,25/02/2022,0,-,50.2,0,24,D
Brothers Island Aws,25/02/2022,0,-,18.1,0,24,D
Cape Campbell Aws,25/02/2022,0,-,62.3,0,24,D
Levin Aws,25/02/2022,0,-,12.8,0,24,D
Levin Ews,25/02/2022,0,-,18.3,0,24,D
Mana Island Aws,25/02/2022,0,-,17.7,0,24,D
Martinborough Ews,25/02/2022,0,-,14.4,0,24,D
Masterton Aero Aws,25/02/2022,0,-,11.9,0,24,D
Masterton Ews,25/02/2022,0,-,12.4,0,24,D
"Masterton, Te Ore Ore Cws",25/02/2022,0,-,12.4,0,24,D
"Masterton, Te Ore Ore Srig",25/02/2022,0,-,12,0,24,D
Maungaraki 3,25/02/2022,0,-,17.3,0,24,D
Ngawi Aws,25/02/2022,0,-,15.9,0,24,D
Paraparaumu Aero,25/02/2022,0,0,20.2,0,24,D
Paraparaumu Aero Aws,25/02/2022,0,-,19.2,0,24,D
Paraparaumu Ews,25/02/2022,0,-,21,0,24,D
"Porirua, Elsdon Park Aws",25/02/2022,0,-,15.5,0,24,D
Stephens Island Aws,25/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",25/02/2022,0,-,16.9,0,24,D
Wellington Aero,25/02/2022,0,-,19.1,0,24,D
"Wellington, Greta Point Cws",25/02/2022,0,-,19.2,0,24,D
"Wellington, Kelburn 2",25/02/2022,0,-,18.4,0,24,D
"Wellington, Kelburn Aws",25/02/2022,0,-,18.2,0,24,D
Baring Head,26/02/2022,0,-,61.7,0,24,D
Blenheim Aero Aws,26/02/2022,0,-,28.6,0,24,D
Blenheim Research Ews,26/02/2022,0,-,53.7,0,24,D
Brothers Island Aws,26/02/2022,0,-,21.7,0,24,D
Cape Campbell Aws,26/02/2022,0,-,65.8,0,24,D
Levin Aws,26/02/2022,0,-,16.4,0,24,D
Levin Ews,26/02/2022,0,-,22,0,24,D
Mana Island Aws,26/02/2022,0,-,21.3,0,24,D
Martinborough Ews,26/02/2022,0,-,17.5,0,24,D
Masterton Aero Aws,26/02/2022,0.8,-,14.2,0,24,D
Masterton Ews,26/02/2022,0.6,-,15,0,24,D
"Masterton, Te Ore Ore Cws",26/02/2022,1,-,14.6,0,24,D
"Masterton, Te Ore Ore Srig",26/02/2022,1.8,-,13.4,0,24,D
Maungaraki 3,26/02/2022,0,-,20.9,0,24,D
Ngawi Aws,26/02/2022,0,-,18.9,0,24,D
Paraparaumu Aero,26/02/2022,0,0,24.1,0,24,D
Paraparaumu Aero Aws,26/02/2022,0,-,23.1,0,24,D
Paraparaumu Ews,26/02/2022,0,-,24.9,0,24,D
"Porirua, Elsdon Park Aws",26/02/2022,0,-,19.1,0,24,D
"Upper Hutt, Trentham Ews",26/02/2022,0,-,20.3,0,24,D
Wellington Aero,26/02/2022,0,-,22.9,0,24,D
"Wellington, Greta Point Cws",26/02/2022,0,-,23,0,24,D
"Wellington, Kelburn 2",26/02/2022,0,-,22.2,0,24,D
"Wellington, Kelburn Aws",26/02/2022,0,-,22,0,24,D
Baring Head,27/02/2022,0,-,65.5,0,24,D
Blenheim Aero Aws,27/02/2022,0,-,32.1,0,24,D
Blenheim Research Ews,27/02/2022,0,-,57.1,0,24,D
Brothers Island Aws,27/02/2022,0,-,25.4,0,24,D
Cape Campbell Aws,27/02/2022,0.4,-,68.8,0,24,D
Levin Aws,27/02/2022,0,-,20,0,24,D
Levin Ews,27/02/2022,0,-,25.6,0,24,D
Mana Island Aws,27/02/2022,0.2,-,24.8,0,24,D
Martinborough Ews,27/02/2022,0.4,-,20.1,0,24,D
Masterton Aero Aws,27/02/2022,1.6,-,15.6,0,24,D
Masterton Ews,27/02/2022,0.4,-,17.7,0,24,D
"Masterton, Te Ore Ore Cws",27/02/2022,0,-,17.7,0,24,D
"Masterton, Te Ore Ore Srig",27/02/2022,0.2,-,16.3,0,24,D
Maungaraki 3,27/02/2022,0,-,24.6,0,24,D
Ngawi Aws,27/02/2022,0,-,22,0,24,D
Paraparaumu Aero,27/02/2022,0,0,28,0,24,D
Paraparaumu Aero Aws,27/02/2022,0.2,-,26.8,0,24,D
Paraparaumu Ews,27/02/2022,0,-,28.8,0,24,D
"Porirua, Elsdon Park Aws",27/02/2022,0.8,-,22,0,24,D
Stephens Island Aws,27/02/2022,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",27/02/2022,1.2,-,22.5,0,24,D
Wellington Aero,27/02/2022,0,-,26.7,0,24,D
"Wellington, Greta Point Cws",27/02/2022,0,-,26.8,0,24,D
"Wellington, Kelburn 2",27/02/2022,0,-,26,0,24,D
"Wellington, Kelburn Aws",27/02/2022,0,-,25.8,0,24,D
Baring Head,28/02/2022,0,-,69.4,0,24,D
Blenheim Aero Aws,28/02/2022,0,-,35.5,0,24,D
Blenheim Research Ews,28/02/2022,0,-,60.6,0,24,D
Brothers Island Aws,28/02/2022,0,-,29,0,24,D
Cape Campbell Aws,28/02/2022,0,-,72.3,0,24,D
Levin Aws,28/02/2022,0,-,23.7,0,24,D
Levin Ews,28/02/2022,0,-,29.3,0,24,D
Mana Island Aws,28/02/2022,0,-,28.4,0,24,D
Martinborough Ews,28/02/2022,0,-,23.1,0,24,D
Masterton Aero Aws,28/02/2022,0,-,18.7,0,24,D
Masterton Ews,28/02/2022,0,-,20.8,0,24,D
"Masterton, Te Ore Ore Cws",28/02/2022,0,-,20.8,0,24,D
"Masterton, Te Ore Ore Srig",28/02/2022,0,-,19.4,0,24,D
Maungaraki 3,28/02/2022,0,-,28.2,0,24,D
Ngawi Aws,28/02/2022,0,-,25,0,24,D
Paraparaumu Aero,28/02/2022,0,0,31.9,0,24,D
