SAMPLELOCATION,DATECOLLECTED,daily_flow_rate_m3,STARLIMS,
NO_Ruakaka,14/02/2022,1185,22EV1085-001-0,
NO_Ruakaka,24/02/2022,1166,22EV1358-001-0,
NO_Ruakaka,3/3/2022,1120,22EV1550-001-0,
NO_Ruakaka,9/3/2022,1164,22EV1661-001-0,
NO_Ruakaka,14/03/2022,1223,22EV1817-001-0,
NO_Ruakaka,23/03/2022,1222,22EV2027-001-0,
NO_Ruakaka,29/03/2022,1136,22EV2156-001-0,
NO_Ruakaka,19/04/2022,1366,22EV2588-001-0,
NO_Ruakaka,4/5/2022,1143,22EV2891-001-0,
NO_Ruakaka,10/5/2022,1317,22EV3057-001-0,
NO_Ruakaka,16/05/2022,1307,22EV3157-001-0,
NO_Ruakaka,23/05/2022,1250,22EV3286-001-0,
NO_Ruakaka,31/05/2022,1357,22EV3449-001-0,
NO_Ruakaka,8/6/2022,1388,22EV3623-001-0,
NO_Ruakaka,13/06/2022,1337,22EV3716-001-0,
NO_Whangarei,6/9/2021,20313,21EV1849-001-0,
NO_Whangarei,8/9/2021,23172,21EV1849-002-0,
NO_Whangarei,14/09/2021,17848,21EV2001-001-0,
NO_Whangarei,15/09/2021,29306,21EV2000-001-0,
NO_Whangarei,19/09/2021,21255,21EV2087-001-0,
NO_Whangarei,20/09/2021,19682,21EV2088-001-0,
NO_Whangarei,28/09/2021,18284,21EV2254-001-0,
NO_Whangarei,1/10/2021,16056,21EV2367-001-0,
NO_Whangarei,7/10/2021,43319,21EV2456-001-0,
NO_Whangarei,12/10/2021,20783,21EV2520-001-0,
NO_Whangarei,14/10/2021,17201,21EV2627-001-0,
NO_Whangarei,17/10/2021,17977,21EV2690-001-0,
NO_Whangarei,19/10/2021,17304,21EV2727-001-0,
NO_Whangarei,27/10/2021,25618,21EV2859-001-0,
NO_Whangarei,28/10/2021,25113,21EV2931-001-0,
NO_Whangarei,2/11/2021,18386,21EV3020-001-0,
NO_Whangarei,4/11/2021,20864,21EV3147-001-0,
NO_Whangarei,10/11/2021,17090,21EV3267-001-0,
NO_Whangarei,11/11/2021,16007,21EV3319-001-0,
NO_Whangarei,14/11/2021,19292,21EV3393-001-0,
NO_Whangarei,15/11/2021,16578,21EV3394-001-0,
NO_Whangarei,24/11/2021,13140,21EV3693-001-0,
NO_Whangarei,25/11/2021,12851,21EV3776-001-0,
NO_Whangarei,30/11/2021,12517,21EV3830-001-0,
NO_Whangarei,2/12/2021,12110,21EV3939-001-0,
NO_Whangarei,5/12/2021,12487,21EV4046-001-0,
NO_Whangarei,7/12/2021,12034,21EV4047-001-0,
NO_Whangarei,15/12/2021,15966,21EV4262-001-0,
NO_Whangarei,21/12/2021,12452,21EV4407-001-0,
NO_Whangarei,22/12/2021,12372,21EV4408-001-0,
NO_Whangarei,30/12/2021,12055,22EV0006-001-0,
NO_Whangarei,5/1/2022,12029,22EV0075-001-0,
NO_Whangarei,11/1/2022,11839,22EV0267-001-0,
NO_Whangarei,12/1/2022,11710,22EV0268-001-0,
NO_Whangarei,16/01/2022,10826,22EV0291-001-0,
NO_Whangarei,17/01/2022,12008,22EV0292-001-0,
NO_Whangarei,25/01/2022,12411,22EV0475-001-0,
NO_Whangarei,27/01/2022,11910,22EV0630-001-0,
NO_Whangarei,2/2/2022,12332,22EV0774-001-0,
NO_Whangarei,15/02/2022,12896,22EV1086-001-0,
NO_Whangarei,16/02/2022,12393,22EV1136-001-0,
NO_Whangarei,22/02/2022,12317,22EV1297-001-0,
NO_Whangarei,24/02/2022,11776,22EV1357-001-0,
NO_Whangarei,2/3/2022,11783,22EV1499-001-0,
NO_Whangarei,3/3/2022,12168,22EV1549-001-0,
NO_Whangarei,8/3/2022,11499,22EV1603-001-0,
NO_Whangarei,9/3/2022,11518,22EV1660-001-0,
NO_Whangarei,14/03/2022,11272,22EV1818-001-0,
NO_Whangarei,15/03/2022,11067,22EV1819-001-0,
NO_Whangarei,23/03/2022,21513,22EV2028-001-0,
NO_Whangarei,29/03/2022,13428,22EV2163-001-0,
NO_Whangarei,30/03/2022,13435,22EV2155-001-0,
NO_Whangarei,6/4/2022,12220,22EV2392-001-0,
NO_Whangarei,7/4/2022,12095,22EV2393-001-0,
NO_Whangarei,20/04/2022,43807,22EV2587-001-0,
NO_Whangarei,25/04/2022,19855,22EV2727-001-0,
NO_Whangarei,26/04/2022,19190,22EV2728-001-0,
NO_Whangarei,3/5/2022,16152,22EV2885-001-0,
NO_Whangarei,10/5/2022,14671,22EV3054-001-0,
NO_Whangarei,11/5/2022,14574,22EV3055-001-0,
NO_Whangarei,17/05/2022,12760,22EV3155-001-0,
NO_Whangarei,18/05/2022,18564,22EV3209-001-0,
NO_Whangarei,22/05/2022,14539,22EV3285-001-0,
NO_Whangarei,23/05/2022,14595,22EV3292-001-0,
NO_Whangarei,31/05/2022,36905,22EV3448-001-0,
NO_Whangarei,1/6/2022,32254,22EV3505-001-0,
NO_Whangarei,8/6/2022,19971,22EV3622-001-0,
NO_Whangarei,9/6/2022,18258,22EV3696-001-0,
NO_Whangarei,14/06/2022,17952,22EV3781-001-0,
NO_Whangarei,15/06/2022,17306,22EV3782-001-0,
NO_Whangarei,19/06/2022,27708,22EV3874-001-0,
NO_Whangarei,20/06/2022,30239,22EV3875-001-0,
NO_Whangarei,28/06/2022,,22EV4008-001-0,
NO_Whangarei,29/06/2022,,22EV4056-001-0,
NO_Whangarei,6/7/2022,,22EV4279-001-0,
NO_Whangarei,7/7/2022,,22EV4280-001-0,
NO_Whangarei,12/7/2022,,22EV4366-001-0,
NO_Whangarei,13/07/2022,,22EV4367-001-0,
OT_Oamaru,8/3/2022,7466,22CE0038-001-0,
OT_Oamaru,11/5/2022,,22CE0229-001-0,
OT_Oamaru,28/06/2022,,22EV4080-001-0,
OT_Oamaru,6/7/2022,,22EV4237-001-0,
OT_Queenstown,22/06/2022,9944,22EV3970-001-0,
OT_Queenstown,27/06/2022,10540,22EV4000-001-0,
OT_Queenstown,29/06/2022,10401,22EV4079-001-0,
OT_Queenstown,4/7/2022,10397,22EV4161-001-0,
OT_Queenstown,6/7/2022,10853,22EV4238-001-0,
OT_Queenstown,11/7/2022,,22EV4315-001-0,
OT_Queenstown,25/07/2022,12103,22EV4625-001-0,
OT_Queenstown,1/8/2022,10750,22EV4792-001-0,
OT_Queenstown,8/3/2022,13082,22EV4870-001-0,
OT_Wanaka,1/8/2022,4752,22EV4791-001-0,
SO_Bluff,1/3/2022,641,22CE0025-001-0,
SO_Bluff,7/3/2022,826,22CE0033-001-0,
SO_Bluff,15/03/2022,665,22CE0054-001-0,
SO_Bluff,22/03/2022,626,22CE0076-001-0,
SO_Bluff,29/03/2022,720,22CE0098-001-0,
SO_Bluff,5/4/2022,732,22CE0118-001-0,
SO_Bluff,12/4/2022,1743,22CE0140-001-0,
SO_Bluff,20/04/2022,734,22CE0163-001-0,
SO_Bluff,26/04/2022,837,22CE0171-001-0,
SO_Bluff,3/5/2022,850,22CE0199-001-0,
SO_Bluff,10/5/2022,1390,22CE0223-001-0,
SO_Bluff,17/05/2022,822,22CE0251-001-0,
SO_Bluff,24/05/2022,1076,22CE0274-001-0,
SO_Bluff,31/05/2022,861,22CE0300-001-0,
SO_Bluff,8/6/2022,815,22CE0325-001-0,
SO_Bluff,14/06/2022,1218,22CE0341-001-0,
SO_Bluff,21/06/2022,906,22CE0362-001-0,
SO_Bluff,28/06/2022,1702,22EV4045-001-0,
SO_Bluff,5/7/2022,1074,22EV4239-001-0,
SO_Bluff,12/7/2022,959,22EV4359-001-0,
SO_Bluff,7/19/2022,1105,22EV4520-001-0,
SO_Bluff,7/26/2022,,22EV4672-001-0,
SO_Bluff,2/8/2022,1046,22EV4828-001-0,
SO_Gore,7/3/2022,6290,22CE0034-001-0,
SO_Gore,16/03/2022,3766,22CE0063-001-0,
SO_Gore,22/03/2022,3169,22CE0078-001-0,
SO_Gore,30/03/2022,3465,22CE0105-001-0,
SO_Gore,6/4/2022,8751,22CE0123-001-0,
SO_Gore,13/04/2022,10268,22CE0147-001-0,
SO_Gore,22/04/2022,16878,22CE0166-001-0,
SO_Gore,4/5/2022,4009,22CE0204-001-0,
SO_Gore,12/5/2022,3922,22CE0233-001-0,
SO_Gore,18/05/2022,3926,22CE0255-001-0,
SO_Gore,25/05/2022,7317,22CE0281-001-0,
SO_Gore,31/05/2022,4787,22CE0301-001-0,
SO_Gore,8/6/2022,5496,22CE0324-001-0,
SO_Gore,16/06/2022,12032,22CE0348-001-0,
SO_Gore,22/06/2022,,22CE0367-001-0,
SO_Gore,30/06/2022,,22CE0373-001-0,
SO_Gore,6/7/2022,,22EV4240-001-0,
SO_Gore,13/07/2022,,22EV4384-001-0,
SO_Invercargill,5/1/2022,24916,22EV0061-001-0,
SO_Invercargill,11/1/2022,25074,22EV0184-001-0,
SO_Invercargill,18/01/2022,21597,22EV0350-001-0,
SO_Invercargill,25/01/2022,25067,22EV0538-001-0,
SO_Invercargill,1/2/2022,18431,22EV0715-001-0,
SO_Invercargill,8/2/2022,32579,22EV0882-001-0,
SO_Invercargill,15/02/2022,23345,22EV1093-001-0,
SO_Invercargill,22/02/2022,30657,22EV1248-001-0,
SO_Invercargill,1/3/2022,25358,22EV1475-001-0,
SO_Invercargill,7/3/2022,16590,22EV1639-001-0,
SO_Invercargill,15/03/2022,29759,22EV1805-001-0,
SO_Invercargill,22/03/2022,23780,22EV1991-001-0,
SO_Invercargill,29/03/2022,26140,22EV2141-001-0,
SO_Invercargill,5/4/2022,19520,22EV2311-001-0,
SO_Invercargill,12/4/2022,35683,22EV2468-001-0,
SO_Invercargill,20/04/2022,21353,22EV2630-001-0,
SO_Invercargill,26/04/2022,27600,22EV2719-001-0,
SO_Invercargill,3/5/2022,26300,22EV2880-001-0,
SO_Invercargill,10/5/2022,28900,22EV3049-001-0,
SO_Invercargill,17/05/2022,24002,22EV3204-001-0,
SO_Invercargill,24/05/2022,56900,22EV3339-001-0,
SO_Invercargill,31/05/2022,27000,22EV3493-001-0,
SO_Invercargill,8/6/2022,27000,22EV3659-001-0,
SO_Invercargill,14/06/2022,34000,22EV3775-001-0,
SO_Invercargill,21/06/2022,28600,22EV3912-001-0,
SO_Invercargill,28/06/2022,30500,22EV4046-001-0,
SO_Invercargill,5/7/2022,32700,22EV4241-001-0,
SO_Invercargill,12/7/2022,24659,22EV4360-001-0,
SO_Invercargill,7/19/2022,28659,22EV4521-001-0,
SO_Invercargill,2/8/2022,38344,22EV4827-001-0,
TK_Eltham,14/12/2021,1716,21EV4250-001-0,
TK_Eltham,15/12/2021,2078,21EV4243-001-0,
TK_Eltham,20/12/2021,2064,21EV4335-001-0,
TK_Eltham,21/12/2021,1977,21EV4363-001-0,
TK_Eltham,10/1/2022,1126,22EV0114-001-0,
TK_Eltham,11/1/2022,1294,22EV0150-001-0,
TK_Eltham,18/01/2022,1160,22EV0327-001-0,
TK_Eltham,19/01/2022,1151,22EV0367-001-0,
TK_Eltham,25/01/2022,1185,22EV0481-001-0,
TK_Eltham,26/01/2022,1192,22EV0577-001-0,
TK_Eltham,1/2/2022,1130,22EV0690-001-0,
TK_Eltham,2/2/2022,1190,22EV0735-001-0,
TK_Eltham,8/2/2022,2214,22EV0847-001-0,
TK_Eltham,9/2/2022,2097,22EV0908-001-0,
TK_Eltham,15/02/2022,5062,22EV1063-001-0,
TK_Eltham,16/02/2022,4673,22EV1108-001-0,
TK_Eltham,22/02/2022,2519,22EV1264-001-0,
TK_Eltham,23/02/2022,2267,22EV1337-001-0,
TK_Eltham,1/3/2022,1631,22EV1430-001-0,
TK_Eltham,2/3/2022,1564,22EV1466-001-0,
TK_Eltham,8/3/2022,1391,22EV1626-001-0,
TK_Eltham,9/3/2022,1317,22EV1649-001-0,
TK_Eltham,15/03/2022,1188,22EV1790-001-0,
TK_Eltham,16/03/2022,1221,22EV1833-001-0,
TK_Eltham,23/03/2022,1579,22EV2005-001-0,
TK_Eltham,29/03/2022,1302,22EV2127-001-0,
TK_Eltham,30/03/2022,1270,22EV2164-001-0,
TK_Eltham,5/4/2022,1294,22EV2292-001-0,
TK_Eltham,6/4/2022,1335,22EV2329-001-0,
TK_Eltham,12/4/2022,1262,22EV2446-001-0,
TK_Eltham,13/04/2022,1207,22EV2498-001-0,
TK_Eltham,20/04/2022,1079,22EV2611-001-0,
TK_Eltham,27/04/2022,1211,22EV2743-001-0,
TK_Eltham,3/5/2022,1211,22EV2862-001-0,
TK_Eltham,4/5/2022,1222,22EV2915-001-0,
TK_Eltham,10/5/2022,1245,22EV3026-001-0,
TK_Eltham,11/5/2022,1242,22EV3083-001-0,
TK_Eltham,17/05/2022,1455,22EV3185-001-0,
TK_Eltham,18/05/2022,1793,22EV3230-001-0,
TK_Eltham,24/05/2022,1822,22EV3329-001-0,
TK_Eltham,25/05/2022,1742,22EV3354-001-0,
TK_Eltham,31/05/2022,1767,22EV3472-001-0,
TK_Eltham,8/6/2022,1857,22EV3646-001-0,
TK_Eltham,14/06/2022,2399,22EV3758-001-0,
TK_Eltham,21/06/2022,,22EV3899-001-0,
TK_Eltham,28/06/2022,,22EV4030-001-0,
TK_Eltham,5/7/2022,,22EV4182-001-0,
TK_Eltham,12/7/2022,,22EV4334-001-0,
TK_Eltham,2/8/2022,3168,22EV4815-001-0,
TK_Kaponga,23/08/2021,692,21EV1379-001-0,
TK_Kaponga,31/08/2021,433,21EV1621-002-0,
TK_Kaponga,8/11/2021,202,21EV3177-001-0,
TK_Kaponga,9/11/2021,200,21EV3217-001-0,
TK_Kaponga,15/11/2021,161,21EV3374-001-0,
TK_Kaponga,16/11/2021,158,21EV3437-001-0,
TK_Kaponga,22/11/2021,165,21EV3614-001-0,
TK_Kaponga,23/11/2021,153,21EV3662-001-0,
TK_Kaponga,29/11/2021,123,21EV3814-001-0,
TK_Kaponga,30/11/2021,136,21EV3860-001-0,
TK_Kaponga,6/12/2021,226,21EV3998-001-0,
TK_Kaponga,7/12/2021,235,21EV4000-001-0,
TK_Kaponga,13/12/2021,284,21EV4156-001-0,
TK_Kaponga,14/12/2021,426,21EV4251-001-0,
TK_Kaponga,15/12/2021,837,21EV4244-001-0,
TK_Kaponga,20/12/2021,677,21EV4337-001-0,
TK_Kaponga,21/12/2021,605,21EV4365-001-0,
TK_Kaponga,10/1/2022,207,22EV0116-001-0,
TK_Kaponga,11/1/2022,200,22EV0152-001-0,
TK_Kaponga,18/01/2022,185,22EV0329-001-0,
TK_Kaponga,19/01/2022,188,22EV0369-001-0,
TK_Kaponga,25/01/2022,177,22EV0483-001-0,
TK_Kaponga,26/01/2022,179,22EV0548-001-0,
TK_Kaponga,1/2/2022,123,22EV0692-001-0,
TK_Kaponga,2/2/2022,113,22EV0736-001-0,
TK_Kaponga,8/2/2022,646,22EV0849-001-0,
TK_Kaponga,9/2/2022,545,22EV0910-001-0,
TK_Kaponga,15/02/2022,1729,22EV1065-001-0,
TK_Kaponga,16/02/2022,1510,22EV1110-001-0,
TK_Kaponga,22/02/2022,529,22EV1267-001-0,
TK_Kaponga,23/02/2022,463,22EV1336-001-0,
TK_Kaponga,1/3/2022,190,22EV1421-001-0,
TK_Kaponga,2/3/2022,115,22EV1472-001-0,
TK_Kaponga,8/3/2022,244,22EV1628-001-0,
TK_Kaponga,9/3/2022,233,22EV1651-001-0,
TK_Kaponga,15/03/2022,183,22EV1792-001-0,
TK_Kaponga,16/03/2022,180,22EV1835-001-0,
TK_Kaponga,22/03/2022,280,22EV1966-001-0,
TK_Kaponga,23/03/2022,628,22EV2006-001-0,
TK_Kaponga,29/03/2022,525,22EV2129-001-0,
TK_Kaponga,30/03/2022,474,22EV2165-001-0,
TK_Kaponga,5/4/2022,327,22EV2295-001-0,
TK_Kaponga,6/4/2022,316,22EV2331-001-0,
TK_Kaponga,12/4/2022,234,22EV2448-001-0,
TK_Kaponga,13/04/2022,231,22EV2500-001-0,
TK_Kaponga,20/04/2022,188,22EV2613-001-0,
TK_Kaponga,27/04/2022,273,22EV2745-001-0,
TK_Kaponga,3/5/2022,202,22EV2864-001-0,
TK_Kaponga,4/5/2022,201,22EV2917-001-0,
TK_Kaponga,10/5/2022,207,22EV3028-001-0,
TK_Kaponga,11/5/2022,225,22EV3085-001-0,
TK_Kaponga,17/05/2022,605,22EV3187-001-0,
TK_Kaponga,18/05/2022,663,22EV3232-001-0,
TK_Kaponga,24/05/2022,786,22EV3341-001-0,
TK_Kaponga,25/05/2022,706,22EV3356-001-0,
TK_Kaponga,31/05/2022,563,22EV3474-001-0,
TK_Kaponga,8/6/2022,517,22EV3648-001-0,
TK_Kaponga,14/06/2022,1424,22EV3760-001-0,
TK_Kaponga,21/06/2022,,22EV3901-001-0,
TK_Kaponga,28/06/2022,,22EV4032-001-0,
TK_Kaponga,5/7/2022,,22EV4184-001-0,
TK_Kaponga,12/7/2022,,22EV4336-001-0,
TK_Manaia,23/08/2021,2639,21EV1380-001-0,
TK_Manaia,31/08/2021,1219,21EV1621-003-0,
TK_Manaia,8/11/2021,558,21EV3177-002-0,
TK_Manaia,9/11/2021,571,21EV3217-002-0,
TK_Manaia,15/11/2021,570,21EV3375-001-0,
TK_Manaia,16/11/2021,579,21EV3438-001-0,
TK_Manaia,22/11/2021,530,21EV3615-001-0,
TK_Manaia,23/11/2021,529,21EV3663-001-0,
TK_Manaia,29/11/2021,407,21EV3813-001-0,
TK_Manaia,30/11/2021,430,21EV3860-002-0,
TK_Manaia,6/12/2021,641,21EV3998-002-0,
TK_Manaia,7/12/2021,746,21EV4000-002-0,
TK_Manaia,13/12/2021,1257,21EV4157-001-0,
TK_Manaia,14/12/2021,1605,21EV4252-001-0,
TK_Manaia,15/12/2021,2849,21EV4245-001-0,
TK_Manaia,20/12/2021,3177,21EV4338-001-0,
TK_Manaia,21/12/2021,2260,21EV4366-001-0,
TK_Manaia,11/1/2022,816,22EV0153-001-0,
TK_Manaia,12/1/2022,760,22EV0228-001-0,
TK_Manaia,18/01/2022,635,22EV0330-001-0,
TK_Manaia,19/01/2022,609,22EV0370-001-0,
TK_Manaia,25/01/2022,512,22EV0484-001-0,
TK_Manaia,26/01/2022,525,22EV0549-001-0,
TK_Manaia,1/2/2022,438,22EV0693-001-0,
TK_Manaia,2/2/2022,431,22EV0738-001-0,
TK_Manaia,8/2/2022,3826,22EV0850-001-0,
TK_Manaia,9/2/2022,3826,22EV0911-001-0,
TK_Manaia,15/02/2022,3826,22EV1066-001-0,
TK_Manaia,16/02/2022,3825,22EV1111-001-0,
TK_Manaia,22/02/2022,3750,22EV1266-001-0,
TK_Manaia,1/3/2022,1721,22EV1423-001-0,
TK_Manaia,2/3/2022,1271,22EV1470-001-0,
TK_Manaia,8/3/2022,925,22EV1629-001-0,
TK_Manaia,9/3/2022,926,22EV1654-001-0,
TK_Manaia,15/03/2022,714,22EV1793-001-0,
TK_Manaia,16/03/2022,683,22EV1836-001-0,
TK_Manaia,22/03/2022,967,22EV1967-001-0,
TK_Manaia,23/03/2022,956,22EV2001-001-0,
TK_Manaia,29/03/2022,1148,22EV2130-001-0,
TK_Manaia,30/03/2022,1151,22EV2166-001-0,
TK_Manaia,5/4/2022,921,22EV2296-001-0,
TK_Manaia,6/4/2022,859,22EV2332-001-0,
TK_Manaia,12/4/2022,663,22EV2449-001-0,
TK_Manaia,13/04/2022,651,22EV2502-001-0,
TK_Manaia,20/04/2022,537,22EV2614-001-0,
TK_Manaia,27/04/2022,656,22EV2746-001-0,
TK_Manaia,3/5/2022,570,22EV2866-001-0,
TK_Manaia,4/5/2022,564,22EV2918-001-0,
TK_Manaia,10/5/2022,637,22EV3029-001-0,
TK_Manaia,11/5/2022,765,22EV3086-001-0,
TK_Manaia,17/05/2022,1182,22EV3188-001-0,
TK_Manaia,18/05/2022,1203,22EV3233-001-0,
TK_Manaia,24/05/2022,2866,22EV3342-001-0,
TK_Manaia,25/05/2022,2377,22EV3357-001-0,
TK_Manaia,31/05/2022,1292,22EV3475-001-0,
TK_Manaia,8/6/2022,1231,22EV3650-001-0,
TK_Manaia,14/06/2022,3377,22EV3761-001-0,
TK_Manaia,21/06/2022,,22EV3902-001-0,
TK_Manaia,28/06/2022,,22EV4033-001-0,
TK_Manaia,5/7/2022,,22EV4185-001-0,
TK_NewPlymouth,22/06/2022,45715,22EV3959-001-0,
TK_NewPlymouth,5/7/2022,31598,22EV4181-001-0,
TK_NewPlymouth,7/7/2022,37872,22EV4266-001-0,
TK_NewPlymouth,12/7/2022,39730,22EV4333-001-0,
TK_NewPlymouth,14/07/2022,53977,22EV4424-001-0,
TK_NewPlymouth,7/19/2022,37770,22EV4493-001-0,
TK_NewPlymouth,21/07/2022,40103,22EV4577-001-0,
TK_NewPlymouth,7/26/2022,35056,22EV4654-001-0,
TK_NewPlymouth,28/07/2022,35056,22EV4749-001-0,
TK_NewPlymouth,2/8/2022,44033,22EV4814-001-0,
TK_NewPlymouth,4/8/2022,41692,22EV4901-001-0,
TK_Opunake,23/08/2021,1091,21EV1381-001-0,
TK_Opunake,31/08/2021,825,21EV1621-004-0,
TK_Opunake,9/9/2021,691,21EV1859-004-0,
TK_Opunake,16/09/2021,1042,21EV2006-003-0,
TK_Opunake,14/10/2021,1160,21EV2618-002-0,
TK_Opunake,21/10/2021,660,21EV2807-001-0,
TK_Opunake,27/10/2021,508,21EV2899-002-0,
TK_Opunake,2/11/2021,456,21EV3031-002-0,
TK_Opunake,8/11/2021,445,21EV3177-003-0,
TK_Opunake,9/11/2021,404,21EV3217-003-0,
TK_Opunake,15/11/2021,471,21EV3376-001-0,
TK_Opunake,16/11/2021,521,21EV3441-001-0,
TK_Opunake,22/11/2021,500,21EV3616-001-0,
TK_Opunake,23/11/2021,517,21EV3665-001-0,
TK_Opunake,29/11/2021,366,21EV3815-001-0,
TK_Opunake,30/11/2021,456,21EV3860-003-0,
TK_Opunake,6/12/2021,508,21EV3998-003-0,
TK_Opunake,7/12/2021,965,21EV4000-003-0,
TK_Opunake,13/12/2021,1688,21EV4158-001-0,
TK_Opunake,14/12/2021,2589,21EV4253-001-0,
TK_Opunake,15/12/2021,3988,21EV4246-001-0,
TK_Opunake,20/12/2021,1534,21EV4339-001-0,
TK_Opunake,21/12/2021,1535,21EV4367-001-0,
TK_Opunake,29/12/2021,998,21EV4492-001-0,
TK_Opunake,5/1/2022,632,22EV0037-001-0,
TK_Opunake,10/1/2022,507,22EV0117-001-0,
TK_Opunake,11/1/2022,493,22EV0155-001-0,
TK_Opunake,12/1/2022,480,22EV0229-001-0,
TK_Opunake,18/01/2022,400,22EV0331-001-0,
TK_Opunake,19/01/2022,366,22EV0371-001-0,
TK_Opunake,25/01/2022,373,22EV0485-001-0,
TK_Opunake,26/01/2022,400,22EV0550-001-0,
TK_Opunake,1/2/2022,323,22EV0694-001-0,
TK_Opunake,2/2/2022,305,22EV0739-001-0,
TK_Opunake,8/2/2022,4462,22EV0851-001-0,
TK_Opunake,9/2/2022,3086,22EV0912-001-0,
TK_Opunake,15/02/2022,4042,22EV1068-001-0,
TK_Opunake,16/02/2022,3025,22EV1112-001-0,
TK_Opunake,22/02/2022,1500,22EV1268-001-0,
TK_Opunake,23/02/2022,1332,22EV1335-001-0,
TK_Opunake,1/3/2022,823,22EV1422-001-0,
TK_Opunake,2/3/2022,743,22EV1471-001-0,
TK_Opunake,8/3/2022,635,22EV1630-001-0,
TK_Opunake,9/3/2022,351,22EV1652-001-0,
TK_Opunake,15/03/2022,511,22EV1794-001-0,
TK_Opunake,16/03/2022,472,22EV1837-001-0,
TK_Opunake,22/03/2022,720,22EV1968-001-0,
TK_Opunake,23/03/2022,725,22EV2007-001-0,
TK_Opunake,29/03/2022,536,22EV2131-001-0,
TK_Opunake,30/03/2022,521,22EV2168-001-0,
TK_Opunake,5/4/2022,468,22EV2297-001-0,
TK_Opunake,6/4/2022,481,22EV2333-001-0,
TK_Opunake,12/4/2022,446,22EV2450-001-0,
TK_Opunake,13/04/2022,458,22EV2501-001-0,
TK_Opunake,20/04/2022,374,22EV2615-001-0,
TK_Opunake,27/04/2022,489,22EV2747-001-0,
TK_Opunake,3/5/2022,426,22EV2865-001-0,
TK_Opunake,4/5/2022,422,22EV2919-001-0,
TK_Opunake,10/5/2022,468,22EV3030-001-0,
TK_Opunake,11/5/2022,467,22EV3087-001-0,
TK_Opunake,17/05/2022,1193,22EV3189-001-0,
TK_Opunake,18/05/2022,1606,22EV3234-001-0,
TK_Opunake,24/05/2022,1008,22EV3343-001-0,
TK_Opunake,25/05/2022,892,22EV3358-001-0,
TK_Opunake,31/05/2022,886,22EV3476-001-0,
TK_Opunake,8/6/2022,808,22EV3649-001-0,
TK_Opunake,14/06/2022,1692,22EV3762-001-0,
TK_Opunake,21/06/2022,,22EV3903-001-0,
TK_Opunake,28/06/2022,,22EV4034-001-0,
TK_Opunake,5/7/2022,,22EV4186-001-0,
TK_Opunake,12/7/2022,,22EV4338-001-0,
TK_Patea,5/1/2022,620,22EV0038-001-0,
TK_Patea,10/1/2022,484,22EV0118-001-0,
TK_Patea,11/1/2022,459,22EV0156-001-0,
TK_Patea,12/1/2022,447,22EV0230-001-0,
TK_Patea,18/01/2022,397,22EV0332-001-0,
TK_Patea,19/01/2022,381,22EV0372-001-0,
TK_Patea,25/01/2022,340,22EV0486-001-0,
TK_Patea,26/01/2022,361,22EV0579-001-0,
TK_Patea,1/2/2022,329,22EV0695-001-0,
TK_Patea,2/2/2022,322,22EV0740-001-0,
TK_Patea,8/2/2022,2559,22EV0852-001-0,
TK_Patea,9/2/2022,1884,22EV0913-001-0,
TK_Patea,15/02/2022,2395,22EV1069-001-0,
TK_Patea,16/02/2022,1984,22EV1113-001-0,
TK_Patea,22/02/2022,1176,22EV1265-001-0,
TK_Patea,23/02/2022,1069,22EV1306-001-0,
TK_Patea,1/3/2022,721,22EV1427-001-0,
TK_Patea,2/3/2022,675,22EV1468-001-0,
TK_Patea,8/3/2022,538,22EV1631-001-0,
TK_Patea,9/3/2022,509,22EV1653-001-0,
TK_Patea,15/03/2022,428,22EV1795-001-0,
TK_Patea,16/03/2022,403,22EV1838-001-0,
TK_Patea,22/03/2022,581,22EV1969-001-0,
TK_Patea,23/03/2022,554,22EV2004-001-0,
TK_Patea,29/03/2022,442,22EV2132-001-0,
TK_Patea,30/03/2022,417,22EV2169-001-0,
TK_Patea,5/4/2022,391,22EV2294-001-0,
TK_Patea,6/4/2022,408,22EV2334-001-0,
TK_Patea,12/4/2022,341,22EV2451-001-0,
TK_Patea,13/04/2022,332,22EV2503-001-0,
TK_Patea,20/04/2022,366,22EV2616-001-0,
TK_Patea,27/04/2022,337,22EV2748-001-0,
TK_Patea,3/5/2022,339,22EV2867-001-0,
TK_Patea,4/5/2022,336,22EV2920-001-0,
TK_Patea,10/5/2022,542,22EV3031-001-0,
TK_Patea,11/5/2022,580,22EV3088-001-0,
TK_Patea,17/05/2022,730,22EV3190-001-0,
TK_Patea,18/05/2022,844,22EV3235-001-0,
TK_Patea,24/05/2022,595,22EV3331-001-0,
TK_Patea,25/05/2022,543,22EV3359-001-0,
TK_Patea,31/05/2022,465,22EV3477-001-0,
TK_Patea,8/6/2022,439,22EV3651-001-0,
TK_Patea,14/06/2022,1300,22EV3764-001-0,
TK_Patea,21/06/2022,,22EV3904-001-0,
TK_Patea,28/06/2022,,22EV4035-001-0,
TK_Patea,5/7/2022,,22EV4187-001-0,
TK_Patea,12/7/2022,,22EV4339-001-0,
TK_Stratford,5/1/2022,3234,22EV0092-001-0,
TK_Stratford,11/1/2022,2611,22EV0157-001-0,
TK_Stratford,12/1/2022,2556,22EV0193-001-0,
TK_Stratford,18/01/2022,2246,22EV0373-001-0,
TK_Stratford,20/01/2022,2559,22EV0413-001-0,
